, True
My lord, there's an army gathered together in, True
Smithfield., True
, True
CADE, True
, True
Come, then, let's go fight with them; but first, go, True
and set London bridge on fire; and, if you can, burn, True
down the Tower too. Come, let's away., True
, True
Exeunt, True
, True
SCENE VII. London. Smithfield., True
, True
Alarums. MATTHEW GOFFE is slain, and all the rest. Then enter CADE, with his company., True
, True
CADE, True
, True
So, sirs: now go some and pull down the Savoy;, True
others to the inns of court; down with them all., True
, True
DICK, True
, True
I have a suit unto your lordship., True
, True
CADE, True
, True
Be it a lordship, thou shalt have it for that word., True
, True
DICK, True
, True
Only that the laws of England may come out of your mouth., True
, True
HOLLAND, True
, True
[Aside] Mass, 'twill be sore law, then; for he was, True
thrust in the mouth with a spear, and 'tis not whole, True
yet., True
, True
SMITH, True
, True
[Aside] Nay, John, it will be stinking law for his, True
breath stinks with eating toasted cheese., True
, True
CADE, True
, True
I have thought upon it, it shall be so. Away, burn, True
all the records of the realm: my mouth shall be, True
the parliament of England., True
, True
HOLLAND, True
, True
[Aside] Then we are like to have biting statutes,, True
unless his teeth be pulled out., True
, True
CADE, True
, True
And henceforward all things shall be in common., True
, True
Enter a Messenger, True
, True
Messenger, True
, True
My lord, a prize, a prize! here's the Lord Say,, True
which sold the towns in France; he that made us pay, True
one and twenty fifteens, and one shilling to the, True
pound, the last subsidy., True
, True
Enter BEVIS, with Lord SAY, True
, True
CADE, True
, True
Well, he shall be beheaded for it ten times. Ah,, True
thou say, thou serge, nay, thou buckram lord! now, True
art thou within point-blank of our jurisdiction, True
regal. What canst thou answer to my majesty for, True
giving up of Normandy unto Mounsieur Basimecu, the, True
dauphin of France? Be it known unto thee by these, True
presence, even the presence of Lord Mortimer, that I, True
am the besom that must sweep the court clean of such, True
filth as thou art. Thou hast most traitorously, True
corrupted the youth of the realm in erecting a, True
grammar school; and whereas, before, our forefathers, True
had no other books but the score and the tally, thou, True
hast caused printing to be used, and, contrary to, True
the king, his crown and dignity, thou hast built a, True
paper-mill. It will be proved to thy face that thou, True
hast men about thee that usually talk of a noun and, True
a verb, and such abominable words as no Christian, True
ear can endure to hear. Thou hast appointed, True
justices of peace, to call poor men before them, True
about matters they were not able to answer., True
Moreover, thou hast put them in prison; and because, True
they could not read, thou hast hanged them; when,, True
indeed, only for that cause they have been most, True
worthy to live. Thou dost ride in a foot-cloth, dost thou not?, True
, True
SAY, True
, True
What of that?, True
, True
CADE, True
, True
Marry, thou oughtest not to let thy horse wear a, True
cloak, when honester men than thou go in their hose, True
and doublets., True
, True
DICK, True
, True
And work in their shirt too; as myself, for example,, True
that am a butcher., True
, True
SAY, True
, True
You men of Kent,--, True
, True
DICK, True
, True
What say you of Kent?, True
, True
SAY, True
, True
Nothing but this; 'tis 'bona terra, mala gens.', True
, True
CADE, True
, True
Away with him, away with him! he speaks Latin., True
, True
SAY, True
, True
Hear me but speak, and bear me where you will., True
Kent, in the Commentaries Caesar writ,, True
Is term'd the civil'st place of this isle:, True
Sweet is the country, because full of riches;, True
The people liberal, valiant, active, wealthy;, True
Which makes me hope you are not void of pity., True
I sold not Maine, I lost not Normandy,, True
Yet, to recover them, would lose my life., True
Justice with favour have I always done;, True
Prayers and tears have moved me, gifts could never., True
When have I aught exacted at your hands,, True
But to maintain the king, the realm and you?, True
Large gifts have I bestow'd on learned clerks,, True
Because my book preferr'd me to the king,, True
And seeing ignorance is the curse of God,, True
Knowledge the wing wherewith we fly to heaven,, True
Unless you be possess'd with devilish spirits,, True
You cannot but forbear to murder me:, True
This tongue hath parley'd unto foreign kings, True
For your behoof,--, True
, True
CADE, True
, True
Tut, when struck'st thou one blow in the field?, True
, True
SAY, True
, True
Great men have reaching hands: oft have I struck, True
Those that I never saw and struck them dead., True
, True
BEVIS, True
, True
O monstrous coward! what, to come behind folks?, True
, True
SAY, True
, True
These cheeks are pale for watching for your good., True
, True
CADE, True
, True
Give him a box o' the ear and that will make 'em red again., True
, True
SAY, True
, True
Long sitting to determine poor men's causes, True
Hath made me full of sickness and diseases., True
, True
CADE, True
, True
Ye shall have a hempen caudle, then, and the help of hatchet., True
, True
DICK, True
, True
Why dost thou quiver, man?, True
, True
SAY, True
, True
The palsy, and not fear, provokes me., True
, True
CADE, True
, True
Nay, he nods at us, as who should say, I'll be even, True
with you: I'll see if his head will stand steadier, True
on a pole, or no. Take him away, and behead him., True
, True
SAY, True
, True
Tell me wherein have I offended most?, True
Have I affected wealth or honour? speak., True
Are my chests fill'd up with extorted gold?, True
Is my apparel sumptuous to behold?, True
Whom have I injured, that ye seek my death?, True
These hands are free from guiltless bloodshedding,, True
This breast from harbouring foul deceitful thoughts., True
O, let me live!, True
, True
CADE, True
, True
[Aside] I feel remorse in myself with his words;, True
but I'll bridle it: he shall die, an it be but for, True
pleading so well for his life. Away with him! he, True
has a familiar under his tongue; he speaks not o', True
God's name. Go, take him away, I say, and strike, True
off his head presently; and then break into his, True
son-in-law's house, Sir James Cromer, and strike off, True
his head, and bring them both upon two poles hither., True
, True
ALL, True
, True
It shall be done., True
, True
SAY, True
, True
Ah, countrymen! if when you make your prayers,, True
God should be so obdurate as yourselves,, True
How would it fare with your departed souls?, True
And therefore yet relent, and save my life., True
, True
CADE, True
, True
Away with him! and do as I command ye., True
, True
Exeunt some with Lord SAY, True
The proudest peer in the realm shall not wear a head, True
on his shoulders, unless he pay me tribute; there, True
shall not a maid be married, but she shall pay to me, True
her maidenhead ere they have it: men shall hold of, True
me in capite; and we charge and command that their, True
wives be as free as heart can wish or tongue can tell., True
, True
DICK, True
, True
My lord, when shall we go to Cheapside and take up, True
commodities upon our bills?, True
, True
CADE, True
, True
Marry, presently., True
, True
ALL, True
, True
O, brave!, True
, True
Re-enter one with the heads, True
, True
CADE, True
, True
But is not this braver? Let them kiss one another,, True
for they loved well when they were alive. Now part, True
them again, lest they consult about the giving up of, True
some more towns in France. Soldiers, defer the, True
spoil of the city until night: for with these borne, True
before us, instead of maces, will we ride through, True
the streets, and at every corner have them kiss. Away!, True
, True
Exeunt, True
, True
SCENE VIII. Southwark., True
, True
Alarum and retreat. Enter CADE and all his rabblement, True
, True
CADE, True
, True
Up Fish Street! down Saint Magnus' Corner! Kill, True
and knock down! throw them into Thames!, True
, True
Sound a parley, True
What noise is this I hear? Dare any be so bold to, True
sound retreat or parley, when I command them kill?, True
, True
Enter BUCKINGHAM and CLIFFORD, attended, True
, True
BUCKINGHAM, True
, True
Ay, here they be that dare and will disturb thee:, True
Know, Cade, we come ambassadors from the king, True
Unto the commons whom thou hast misled;, True
And here pronounce free pardon to them all, True
That will forsake thee and go home in peace., True
, True
CLIFFORD, True
, True
What say ye, countrymen? will ye relent,, True
And yield to mercy whilst 'tis offer'd you;, True
Or let a rebel lead you to your deaths?, True
Who loves the king and will embrace his pardon,, True
Fling up his cap, and say 'God save his majesty!', True
Who hateth him and honours not his father,, True
Henry the Fifth, that made all France to quake,, True
Shake he his weapon at us and pass by., True
, True
ALL, True
, True
God save the king! God save the king!, True
, True
CADE, True
, True
What, Buckingham and Clifford, are ye so brave? And, True
you, base peasants, do ye believe him? will you, True
needs be hanged with your pardons about your necks?, True
Hath my sword therefore broke through London gates,, True
that you should leave me at the White Hart in, True
Southwark? I thought ye would never have given out, True
these arms till you had recovered your ancient, True
freedom: but you are all recreants and dastards,, True
and delight to live in slavery to the nobility. Let, True
them break your backs with burthens, take your, True
houses over your heads, ravish your wives and, True
daughters before your faces: for me, I will make, True
shift for one; and so, God's curse light upon you, True
all!, True
, True
ALL, True
, True
We'll follow Cade, we'll follow Cade!, True
, True
CLIFFORD, True
, True
Is Cade the son of Henry the Fifth,, True
That thus you do exclaim you'll go with him?, True
Will he conduct you through the heart of France,, True
And make the meanest of you earls and dukes?, True
Alas, he hath no home, no place to fly to;, True
Nor knows he how to live but by the spoil,, True
Unless by robbing of your friends and us., True
Were't not a shame, that whilst you live at jar,, True
The fearful French, whom you late vanquished,, True
Should make a start o'er seas and vanquish you?, True
Methinks already in this civil broil, True
I see them lording it in London streets,, True
Crying 'Villiago!' unto all they meet., True
Better ten thousand base-born Cades miscarry, True
Than you should stoop unto a Frenchman's mercy., True
To France, to France, and get what you have lost;, True
Spare England, for it is your native coast;, True
Henry hath money, you are strong and manly;, True
God on our side, doubt not of victory., True
, True
ALL, True
, True
A Clifford! a Clifford! we'll follow the king and Clifford., True
, True
CADE, True
, True
Was ever feather so lightly blown to and fro as this, True
multitude? The name of Henry the Fifth hales them, True
to an hundred mischiefs, and makes them leave me, True
desolate. I see them lay their heads together to, True
surprise me. My sword make way for me, for here is, True
no staying. In despite of the devils and hell, have, True
through the very middest of you? and heavens and, True
honour be witness, that no want of resolution in me., True
but only my followers' base and ignominious, True
treasons, makes me betake me to my heels., True
, True
Exit, True
, True
BUCKINGHAM, True
, True
What, is he fled? Go some, and follow him;, True
And he that brings his head unto the king, True
Shall have a thousand crowns for his reward., True
, True
Exeunt some of them, True
Follow me, soldiers: we'll devise a mean, True
To reconcile you all unto the king., True
, True
Exeunt, True
, True
SCENE IX. Kenilworth Castle., True
, True
Sound Trumpets. Enter KING HENRY VI, QUEEN MARGARET, and SOMERSET, on the terrace, True
, True
KING HENRY VI, True
, True
Was ever king that joy'd an earthly throne,, True
And could command no more content than I?, True
No sooner was I crept out of my cradle, True
But I was made a king, at nine months old., True
Was never subject long'd to be a king, True
As I do long and wish to be a subject., True
, True
Enter BUCKINGHAM and CLIFFORD, True
, True
BUCKINGHAM, True
, True
Health and glad tidings to your majesty!, True
, True
KING HENRY VI, True
, True
Why, Buckingham, is the traitor Cade surprised?, True
Or is he but retired to make him strong?, True
, True
Enter below, multitudes, with halters about their necks, True
, True
CLIFFORD, True
, True
He is fled, my lord, and all his powers do yield;, True
And humbly thus, with halters on their necks,, True
Expect your highness' doom of life or death., True
, True
KING HENRY VI, True
, True
Then, heaven, set ope thy everlasting gates,, True
To entertain my vows of thanks and praise!, True
Soldiers, this day have you redeemed your lives,, True
And show'd how well you love your prince and country:, True
Continue still in this so good a mind,, True
And Henry, though he be infortunate,, True
Assure yourselves, will never be unkind:, True
And so, with thanks and pardon to you all,, True
I do dismiss you to your several countries., True
, True
ALL, True
, True
God save the king! God save the king!, True
, True
Enter a Messenger, True
, True
Messenger, True
, True
Please it your grace to be advertised, True
The Duke of York is newly come from Ireland,, True
And with a puissant and a mighty power, True
Of gallowglasses and stout kerns, True
Is marching hitherward in proud array,, True
And still proclaimeth, as he comes along,, True
His arms are only to remove from thee, True
The Duke of Somerset, whom he terms traitor., True
, True
KING HENRY VI, True
, True
Thus stands my state, 'twixt Cade and York distress'd., True
Like to a ship that, having 'scaped a tempest,, True
Is straightway calm'd and boarded with a pirate:, True
But now is Cade driven back, his men dispersed;, True
And now is York in arms to second him., True
I pray thee, Buckingham, go and meet him,, True
And ask him what's the reason of these arms., True
Tell him I'll send Duke Edmund to the Tower;, True
And, Somerset, we'll commit thee thither,, True
Until his army be dismiss'd from him., True
, True
SOMERSET, True
, True
My lord,, True
I'll yield myself to prison willingly,, True
Or unto death, to do my country good., True
, True
KING HENRY VI, True
, True
In any case, be not too rough in terms;, True
For he is fierce and cannot brook hard language., True
, True
BUCKINGHAM, True
, True
I will, my lord; and doubt not so to deal, True
As all things shall redound unto your good., True
, True
KING HENRY VI, True
, True
Come, wife, let's in, and learn to govern better;, True
For yet may England curse my wretched reign., True
, True
Flourish. Exeunt, True
, True
SCENE X. Kent. IDEN's garden., True
, True
Enter CADE, True
, True
CADE, True
, True
Fie on ambition! fie on myself, that have a sword,, True
and yet am ready to famish! These five days have I, True
hid me in these woods and durst not peep out, for, True
all the country is laid for me; but now am I so, True
hungry that if I might have a lease of my life for a, True
thousand years I could stay no longer. Wherefore,, True
on a brick wall have I climbed into this garden, to, True
see if I can eat grass, or pick a sallet another, True
while, which is not amiss to cool a man's stomach, True
this hot weather. And I think this word 'sallet', True
was born to do me good: for many a time, but for a, True
sallet, my brainpan had been cleft with a brown, True
bill; and many a time, when I have been dry and, True
bravely marching, it hath served me instead of a, True
quart pot to drink in; and now the word 'sallet', True
must serve me to feed on., True
, True
Enter IDEN, True
, True
IDEN, True
, True
Lord, who would live turmoiled in the court,, True
And may enjoy such quiet walks as these?, True
This small inheritance my father left me, True
Contenteth me, and worth a monarchy., True
I seek not to wax great by others' waning,, True
Or gather wealth, I care not, with what envy:, True
Sufficeth that I have maintains my state, True
And sends the poor well pleased from my gate., True
, True
CADE, True
, True
Here's the lord of the soil come to seize me for a, True
stray, for entering his fee-simple without leave., True
Ah, villain, thou wilt betray me, and get a thousand, True
crowns of the king carrying my head to him: but, True
I'll make thee eat iron like an ostrich, and swallow, True
my sword like a great pin, ere thou and I part., True
, True
IDEN, True
, True
Why, rude companion, whatsoe'er thou be,, True
I know thee not; why, then, should I betray thee?, True
Is't not enough to break into my garden,, True
And, like a thief, to come to rob my grounds,, True
Climbing my walls in spite of me the owner,, True
But thou wilt brave me with these saucy terms?, True
, True
CADE, True
, True
Brave thee! ay, by the best blood that ever was, True
broached, and beard thee too. Look on me well: I, True
have eat no meat these five days; yet, come thou and, True
thy five men, and if I do not leave you all as dead, True
as a doornail, I pray God I may never eat grass more., True
, True
IDEN, True
, True
Nay, it shall ne'er be said, while England stands,, True
That Alexander Iden, an esquire of Kent,, True
Took odds to combat a poor famish'd man., True
Oppose thy steadfast-gazing eyes to mine,, True
See if thou canst outface me with thy looks:, True
Set limb to limb, and thou art far the lesser;, True
Thy hand is but a finger to my fist,, True
Thy leg a stick compared with this truncheon;, True
My foot shall fight with all the strength thou hast;, True
And if mine arm be heaved in the air,, True
Thy grave is digg'd already in the earth., True
As for words, whose greatness answers words,, True
Let this my sword report what speech forbears., True
, True
CADE, True
, True
By my valour, the most complete champion that ever I, True
heard! Steel, if thou turn the edge, or cut not out, True
the burly-boned clown in chines of beef ere thou, True
sleep in thy sheath, I beseech God on my knees thou, True
mayst be turned to hobnails., True
, True
Here they fight. CADE falls, True
O, I am slain! famine and no other hath slain me:, True
let ten thousand devils come against me, and give me, True
but the ten meals I have lost, and I'll defy them, True
all. Wither, garden; and be henceforth a, True
burying-place to all that do dwell in this house,, True
because the unconquered soul of Cade is fled., True
, True
IDEN, True
, True
Is't Cade that I have slain, that monstrous traitor?, True
Sword, I will hollow thee for this thy deed,, True
And hang thee o'er my tomb when I am dead:, True
Ne'er shall this blood be wiped from thy point;, True
But thou shalt wear it as a herald's coat,, True
To emblaze the honour that thy master got., True
, True
CADE, True
, True
Iden, farewell, and be proud of thy victory. Tell, True
Kent from me, she hath lost her best man, and exhort, True
all the world to be cowards; for I, that never, True
feared any, am vanquished by famine, not by valour., True
, True
Dies, True
, True
IDEN, True
, True
How much thou wrong'st me, heaven be my judge., True
Die, damned wretch, the curse of her that bare thee;, True
And as I thrust thy body in with my sword,, True
So wish I, I might thrust thy soul to hell., True
Hence will I drag thee headlong by the heels, True
Unto a dunghill which shall be thy grave,, True
And there cut off thy most ungracious head;, True
Which I will bear in triumph to the king,, True
Leaving thy trunk for crows to feed upon., True
, True
Exit, True
, True
ACT V, True
SCENE I. Fields between Dartford and Blackheath., True
, True
Enter YORK, and his army of Irish, with drum and colours, True
, True
YORK, True
, True
From Ireland thus comes York to claim his right,, True
And pluck the crown from feeble Henry's head:, True
Ring, bells, aloud; burn, bonfires, clear and bright,, True
To entertain great England's lawful king., True
Ah! sancta majestas, who would not buy thee dear?, True
Let them obey that know not how to rule;, True
This hand was made to handle naught but gold., True
I cannot give due action to my words,, True
Except a sword or sceptre balance it:, True
A sceptre shall it have, have I a soul,, True
On which I'll toss the flower-de-luce of France., True
, True
Enter BUCKINGHAM, True
Whom have we here? Buckingham, to disturb me?, True
The king hath sent him, sure: I must dissemble., True
, True
BUCKINGHAM, True
, True
York, if thou meanest well, I greet thee well., True
, True
YORK, True
, True
Humphrey of Buckingham, I accept thy greeting., True
Art thou a messenger, or come of pleasure?, True
, True
BUCKINGHAM, True
, True
A messenger from Henry, our dread liege,, True
To know the reason of these arms in peace;, True
Or why thou, being a subject as I am,, True
Against thy oath and true allegiance sworn,, True
Should raise so great a power without his leave,, True
Or dare to bring thy force so near the court., True
, True
YORK, True
, True
[Aside] Scarce can I speak, my choler is so great:, True
O, I could hew up rocks and fight with flint,, True
I am so angry at these abject terms;, True
And now, like Ajax Telamonius,, True
On sheep or oxen could I spend my fury., True
I am far better born than is the king,, True
More like a king, more kingly in my thoughts:, True
But I must make fair weather yet a while,, True
Till Henry be more weak and I more strong,--, True
Buckingham, I prithee, pardon me,, True
That I have given no answer all this while;, True
My mind was troubled with deep melancholy., True
The cause why I have brought this army hither, True
Is to remove proud Somerset from the king,, True
Seditious to his grace and to the state., True
, True
BUCKINGHAM, True
, True
That is too much presumption on thy part:, True
But if thy arms be to no other end,, True
The king hath yielded unto thy demand:, True
The Duke of Somerset is in the Tower., True
, True
YORK, True
, True
Upon thine honour, is he prisoner?, True
, True
BUCKINGHAM, True
, True
Upon mine honour, he is prisoner., True
, True
YORK, True
, True
Then, Buckingham, I do dismiss my powers., True
Soldiers, I thank you all; disperse yourselves;, True
Meet me to-morrow in St. George's field,, True
You shall have pay and every thing you wish., True
And let my sovereign, virtuous Henry,, True
Command my eldest son, nay, all my sons,, True
As pledges of my fealty and love;, True
I'll send them all as willing as I live:, True
Lands, goods, horse, armour, any thing I have,, True
Is his to use, so Somerset may die., True
, True
BUCKINGHAM, True
, True
York, I commend this kind submission:, True
We twain will go into his highness' tent., True
, True
Enter KING HENRY VI and Attendants, True
, True
KING HENRY VI, True
, True
Buckingham, doth York intend no harm to us,, True
That thus he marcheth with thee arm in arm?, True
, True
YORK, True
, True
In all submission and humility, True
York doth present himself unto your highness., True
, True
KING HENRY VI, True
, True
Then what intends these forces thou dost bring?, True
, True
YORK, True
, True
To heave the traitor Somerset from hence,, True
And fight against that monstrous rebel Cade,, True
Who since I heard to be discomfited., True
, True
Enter IDEN, with CADE'S head, True
, True
IDEN, True
, True
If one so rude and of so mean condition, True
May pass into the presence of a king,, True
Lo, I present your grace a traitor's head,, True
The head of Cade, whom I in combat slew., True
, True
KING HENRY VI, True
, True
The head of Cade! Great God, how just art Thou!, True
O, let me view his visage, being dead,, True
That living wrought me such exceeding trouble., True
Tell me, my friend, art thou the man that slew him?, True
, True
IDEN, True
, True
I was, an't like your majesty., True
, True
KING HENRY VI, True
, True
How art thou call'd? and what is thy degree?, True
, True
IDEN, True
, True
Alexander Iden, that's my name;, True
A poor esquire of Kent, that loves his king., True
, True
BUCKINGHAM, True
, True
So please it you, my lord, 'twere not amiss, True
He were created knight for his good service., True
, True
KING HENRY VI, True
, True
Iden, kneel down., True
, True
He kneels, True
Rise up a knight., True
We give thee for reward a thousand marks,, True
And will that thou henceforth attend on us., True
, True
IDEN, True
, True
May Iden live to merit such a bounty., True
And never live but true unto his liege!, True
, True
Rises, True
, True
Enter QUEEN MARGARET and SOMERSET, True
, True
KING HENRY VI, True
, True
See, Buckingham, Somerset comes with the queen:, True
Go, bid her hide him quickly from the duke., True
, True
QUEEN MARGARET, True
, True
For thousand Yorks he shall not hide his head,, True
But boldly stand and front him to his face., True
, True
YORK, True
, True
How now! is Somerset at liberty?, True
Then, York, unloose thy long-imprison'd thoughts,, True
And let thy tongue be equal with thy heart., True
Shall I endure the sight of Somerset?, True
False king! why hast thou broken faith with me,, True
Knowing how hardly I can brook abuse?, True
King did I call thee? no, thou art not king,, True
Not fit to govern and rule multitudes,, True
Which darest not, no, nor canst not rule a traitor., True
That head of thine doth not become a crown;, True
Thy hand is made to grasp a palmer's staff,, True
And not to grace an awful princely sceptre., True
That gold must round engirt these brows of mine,, True
Whose smile and frown, like to Achilles' spear,, True
Is able with the change to kill and cure., True
Here is a hand to hold a sceptre up, True
And with the same to act controlling laws., True
Give place: by heaven, thou shalt rule no more, True
O'er him whom heaven created for thy ruler., True
, True
SOMERSET, True
, True
O monstrous traitor! I arrest thee, York,, True
Of capital treason 'gainst the king and crown;, True
Obey, audacious traitor; kneel for grace., True
, True
YORK, True
, True
Wouldst have me kneel? first let me ask of these,, True
If they can brook I bow a knee to man., True
Sirrah, call in my sons to be my bail;, True
, True
Exit Attendant, True
I know, ere they will have me go to ward,, True
They'll pawn their swords for my enfranchisement., True
, True
QUEEN MARGARET, True
, True
Call hither Clifford! bid him come amain,, True
To say if that the bastard boys of York, True
Shall be the surety for their traitor father., True
, True
Exit BUCKINGHAM, True
, True
YORK, True
, True
O blood-besotted Neapolitan,, True
Outcast of Naples, England's bloody scourge!, True
The sons of York, thy betters in their birth,, True
Shall be their father's bail; and bane to those, True
That for my surety will refuse the boys!, True
, True
Enter EDWARD and RICHARD, True
See where they come: I'll warrant they'll, True
make it good., True
, True
Enter CLIFFORD and YOUNG CLIFFORD, True
, True
QUEEN MARGARET, True
, True
And here comes Clifford to deny their bail., True
, True
CLIFFORD, True
, True
Health and all happiness to my lord the king!, True
, True
Kneels, True
, True
YORK, True
, True
I thank thee, Clifford: say, what news with thee?, True
Nay, do not fright us with an angry look;, True
We are thy sovereign, Clifford, kneel again;, True
For thy mistaking so, we pardon thee., True
, True
CLIFFORD, True
, True
This is my king, York, I do not mistake;, True
But thou mistakest me much to think I do:, True
To Bedlam with him! is the man grown mad?, True
, True
KING HENRY VI, True
, True
Ay, Clifford; a bedlam and ambitious humour, True
Makes him oppose himself against his king., True
, True
CLIFFORD, True
, True
He is a traitor; let him to the Tower,, True
And chop away that factious pate of his., True
, True
QUEEN MARGARET, True
, True
He is arrested, but will not obey;, True
His sons, he says, shall give their words for him., True
, True
YORK, True
, True
Will you not, sons?, True
, True
EDWARD, True
, True
Ay, noble father, if our words will serve., True
, True
RICHARD, True
, True
And if words will not, then our weapons shall., True
, True
CLIFFORD, True
, True
Why, what a brood of traitors have we here!, True
, True
YORK, True
, True
Look in a glass, and call thy image so:, True
I am thy king, and thou a false-heart traitor., True
Call hither to the stake my two brave bears,, True
That with the very shaking of their chains, True
They may astonish these fell-lurking curs:, True
Bid Salisbury and Warwick come to me., True
, True
Enter the WARWICK and SALISBURY, True
, True
CLIFFORD, True
, True
Are these thy bears? we'll bait thy bears to death., True
And manacle the bear-ward in their chains,, True
If thou darest bring them to the baiting place., True
, True
RICHARD, True
, True
Oft have I seen a hot o'erweening cur, True
Run back and bite, because he was withheld;, True
Who, being suffer'd with the bear's fell paw,, True
Hath clapp'd his tail between his legs and cried:, True
And such a piece of service will you do,, True
If you oppose yourselves to match Lord Warwick., True
, True
CLIFFORD, True
, True
Hence, heap of wrath, foul indigested lump,, True
As crooked in thy manners as thy shape!, True
, True
YORK, True
, True
Nay, we shall heat you thoroughly anon., True
, True
CLIFFORD, True
, True
Take heed, lest by your heat you burn yourselves., True
, True
KING HENRY VI, True
, True
Why, Warwick, hath thy knee forgot to bow?, True
Old Salisbury, shame to thy silver hair,, True
Thou mad misleader of thy brain-sick son!, True
What, wilt thou on thy death-bed play the ruffian,, True
And seek for sorrow with thy spectacles?, True
O, where is faith? O, where is loyalty?, True
If it be banish'd from the frosty head,, True
Where shall it find a harbour in the earth?, True
Wilt thou go dig a grave to find out war,, True
And shame thine honourable age with blood?, True
Why art thou old, and want'st experience?, True
Or wherefore dost abuse it, if thou hast it?, True
For shame! in duty bend thy knee to me, True
That bows unto the grave with mickle age., True
, True
SALISBURY, True
, True
My lord, I have consider'd with myself, True
The title of this most renowned duke;, True
And in my conscience do repute his grace, True
The rightful heir to England's royal seat., True
, True
KING HENRY VI, True
, True
Hast thou not sworn allegiance unto me?, True
, True
SALISBURY, True
, True
I have., True
, True
KING HENRY VI, True
, True
Canst thou dispense with heaven for such an oath?, True
, True
SALISBURY, True
, True
It is great sin to swear unto a sin,, True
But greater sin to keep a sinful oath., True
Who can be bound by any solemn vow, True
To do a murderous deed, to rob a man,, True
To force a spotless virgin's chastity,, True
To reave the orphan of his patrimony,, True
To wring the widow from her custom'd right,, True
And have no other reason for this wrong, True
But that he was bound by a solemn oath?, True
, True
QUEEN MARGARET, True
, True
A subtle traitor needs no sophister., True
, True
KING HENRY VI, True
, True
Call Buckingham, and bid him arm himself., True
, True
YORK, True
, True
Call Buckingham, and all the friends thou hast,, True
I am resolved for death or dignity., True
, True
CLIFFORD, True
, True
The first I warrant thee, if dreams prove true., True
, True
WARWICK, True
, True
You were best to go to bed and dream again,, True
To keep thee from the tempest of the field., True
, True
CLIFFORD, True
, True
I am resolved to bear a greater storm, True
Than any thou canst conjure up to-day;, True
And that I'll write upon thy burgonet,, True
Might I but know thee by thy household badge., True
, True
WARWICK, True
, True
Now, by my father's badge, old Nevil's crest,, True
The rampant bear chain'd to the ragged staff,, True
This day I'll wear aloft my burgonet,, True
As on a mountain top the cedar shows, True
That keeps his leaves in spite of any storm,, True
Even to affright thee with the view thereof., True
, True
CLIFFORD, True
, True
And from thy burgonet I'll rend thy bear, True
And tread it under foot with all contempt,, True
Despite the bear-ward that protects the bear., True
, True
YOUNG CLIFFORD, True
, True
And so to arms, victorious father,, True
To quell the rebels and their complices., True
, True
RICHARD, True
, True
Fie! charity, for shame! speak not in spite,, True
For you shall sup with Jesu Christ to-night., True
, True
YOUNG CLIFFORD, True
, True
Foul stigmatic, that's more than thou canst tell., True
, True
RICHARD, True
, True
If not in heaven, you'll surely sup in hell., True
, True
Exeunt severally, True
, True
SCENE II. Saint Alban's., True
, True
Alarums to the battle. Enter WARWICK, True
, True
WARWICK, True
, True
Clifford of Cumberland, 'tis Warwick calls:, True
And if thou dost not hide thee from the bear,, True
Now, when the angry trumpet sounds alarum, True
And dead men's cries do fill the empty air,, True
Clifford, I say, come forth and fight with me:, True
Proud northern lord, Clifford of Cumberland,, True
Warwick is hoarse with calling thee to arms., True
, True
Enter YORK, True
How now, my noble lord? what, all afoot?, True
, True
YORK, True
, True
The deadly-handed Clifford slew my steed,, True
But match to match I have encounter'd him, True
And made a prey for carrion kites and crows, True
Even of the bonny beast he loved so well., True
, True
Enter CLIFFORD, True
, True
WARWICK, True
, True
Of one or both of us the time is come., True
, True
YORK, True
, True
Hold, Warwick, seek thee out some other chase,, True
For I myself must hunt this deer to death., True
, True
WARWICK, True
, True
Then, nobly, York; 'tis for a crown thou fight'st., True
As I intend, Clifford, to thrive to-day,, True
It grieves my soul to leave thee unassail'd., True
, True
Exit, True
, True
CLIFFORD, True
, True
What seest thou in me, York? why dost thou pause?, True
, True
YORK, True
, True
With thy brave bearing should I be in love,, True
But that thou art so fast mine enemy., True
, True
CLIFFORD, True
, True
Nor should thy prowess want praise and esteem,, True
But that 'tis shown ignobly and in treason., True
, True
YORK, True
, True
So let it help me now against thy sword, True
As I in justice and true right express it., True
, True
CLIFFORD, True
, True
My soul and body on the action both!, True
, True
YORK, True
, True
A dreadful lay! Address thee instantly., True
, True
They fight, and CLIFFORD falls, True
, True
CLIFFORD, True
, True
La fin couronne les oeuvres., True
, True
Dies, True
, True
YORK, True
, True
Thus war hath given thee peace, for thou art still., True
Peace with his soul, heaven, if it be thy will!, True
, True
Exit, True
, True
Enter YOUNG CLIFFORD, True
, True
YOUNG CLIFFORD, True
, True
Shame and confusion! all is on the rout;, True
Fear frames disorder, and disorder wounds, True
Where it should guard. O war, thou son of hell,, True
Whom angry heavens do make their minister, True
Throw in the frozen bosoms of our part, True
Hot coals of vengeance! Let no soldier fly., True
He that is truly dedicate to war, True
Hath no self-love, nor he that loves himself, True
Hath not essentially but by circumstance, True
The name of valour., True
, True
Seeing his dead father, True
O, let the vile world end,, True
And the premised flames of the last day, True
Knit earth and heaven together!, True
Now let the general trumpet blow his blast,, True
Particularities and petty sounds, True
To cease! Wast thou ordain'd, dear father,, True
To lose thy youth in peace, and to achieve, True
The silver livery of advised age,, True
And, in thy reverence and thy chair-days, thus, True
To die in ruffian battle? Even at this sight, True
My heart is turn'd to stone: and while 'tis mine,, True
